,responsibility_metric,responsibility_column,w_responsibility,capacity_metric,capacity_column,w_capacity,needs_metric,needs_column,w_needs,engagement_metric,engagement_column,w_engagement
RUN412,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN413,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN414,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN415,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN416,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN417,Cumulative Emissions since 1850,X1850_2024,0.6,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN418,Cumulative Emissions since 1850,X1850_2024,0.6,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN419,Cumulative Emissions since 1850,X1850_2024,0.6,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN420,Cumulative Emissions since 1850,X1850_2024,0.7,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN421,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.7
RUN422,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.6
RUN423,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.5
RUN424,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.4
RUN425,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN Index,0.3
RUN426,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.6,UN Multilateral Engagement Score,UN Index,0.2
RUN427,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.7,UN Multilateral Engagement Score,UN Index,0.1
RUN428,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.6
RUN429,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.5
RUN430,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.4
RUN431,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.3
RUN432,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN Index,0.2
RUN433,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.6,UN Multilateral Engagement Score,UN Index,0.1
RUN434,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.5
RUN435,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.4
RUN436,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.3
RUN437,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.2
RUN438,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN Index,0.1
RUN439,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.4
RUN440,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.3
RUN441,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.2
RUN442,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.1
RUN443,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.5,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN444,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.5,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN445,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.5,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN446,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.6,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN447,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.6,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN448,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_PPP_pc_avg,0.7,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN449,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.6
RUN450,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.5
RUN451,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.4
RUN452,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.3
RUN453,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN Index,0.2
RUN454,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.6,UN Multilateral Engagement Score,UN Index,0.1
RUN455,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.5
RUN456,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.4
RUN457,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.3
RUN458,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.2
RUN459,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN Index,0.1
RUN460,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.4
RUN461,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.3
RUN462,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.2
RUN463,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.1
RUN464,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN465,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN466,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN467,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.5,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN468,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.5,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN469,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_PPP_pc_avg,0.6,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN470,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.5
RUN471,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.4
RUN472,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.3
RUN473,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.2
RUN474,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN Index,0.1
RUN475,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.4
RUN476,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.3
RUN477,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.2
RUN478,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.1
RUN479,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN480,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN481,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN482,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN483,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN484,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_PPP_pc_avg,0.5,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN485,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.4
RUN486,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.3
RUN487,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.2
RUN488,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.1
RUN489,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN490,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN491,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN492,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN493,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN494,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_PPP_pc_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN495,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN496,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN497,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN498,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN499,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN500,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income per capita,GNI_PPP_pc_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN501,Cumulative Emissions since 1850,X1850_2024,0.6,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN502,Cumulative Emissions since 1850,X1850_2024,0.6,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN503,Cumulative Emissions since 1850,X1850_2024,0.6,Gross National Income per capita,GNI_PPP_pc_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN504,Cumulative Emissions since 1850,X1850_2024,0.7,Gross National Income per capita,GNI_PPP_pc_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN505,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income,GNI_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.7
RUN506,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income,GNI_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.6
RUN507,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income,GNI_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.5
RUN508,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income,GNI_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.4
RUN509,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income,GNI_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.5,UN Multilateral Engagement Score,UN Index,0.3
RUN510,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income,GNI_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.6,UN Multilateral Engagement Score,UN Index,0.2
RUN511,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income,GNI_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.7,UN Multilateral Engagement Score,UN Index,0.1
RUN512,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income,GNI_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.6
RUN513,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income,GNI_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.5
RUN514,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income,GNI_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.4
